Decision,DB Link ID,Parent Code,RM Code,Current DB UOM,Excel UOM,DB Qty,DB Alternate,Remark
SAFE_TO_FIX,27474,NAOTR0000322,NRRBR0000116,Kg.,mm,24.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,27503,NCONS0001752,NRRBR0000112,Kg.,mm,181.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,27511,NAOTR0001212,NRRBR0000116,Kg.,mm,43.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,27516,NAINR0001240,NRRBR0000102,Kg.,mm,64.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,27646,NAOTR0001234,NRRBR0000116,Kg.,mm,37.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,27739,NAOTR0001242,NRRBR0000102,Kg.,mm,41.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,27858,NCONS0000997,NRRBR0000102,Kg.,mm,87.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,27864,NAOTR0000624,NRRBR0000112,Kg.,mm,30.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,27904,NAOTR0001268,NRRBR0000102,Kg.,mm,42.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,27910,NAINR0001298,NRRBR0000102,Kg.,mm,43.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,27911,NAOTR0001269,NRRBR0000116,Kg.,mm,35.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,28015,NAOTR0000612,NRRBR0000598,Kg.,mm,187.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,28289,NCONS0000908,NRRBR0000124,Kg.,mm,79.000,1,Change UOM only: Kg. -> mm
SAFE_TO_FIX,28720,NSIRG0000007,NRRBR0000598,Kg.,mm,83.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,28721,NAOTR0001403,NRRBR0000598,Kg.,mm,83.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,28861,NAINR0000684,NRRBR0000215,Nos.,mm,1.000,0,Change UOM only: Nos. -> mm
SAFE_TO_FIX,28907,NASPC0000117,NRRBR0000598,Kg.,mm,159.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,28996,NAINR0000681,NRRBR0000598,Kg.,mm,154.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,29187,NCONS0001080,NRRBR0000102,Kg.,mm,58.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,29276,NAFRN0000547,NRRBR0000124,Kg.,mm,20.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,29280,NARRN0000521,NRRBR0000124,Kg.,mm,20.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,29422,NCONS0001295,NRRBR0000124,Kg.,mm,69.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,29425,NCONS0001296,NRRBR0000116,Kg.,mm,57.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,30493,NSTBT0000090,NRRBR0000124,Kg.,mm,619.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,30749,NSJBT0000001,NRRBR0000389,Kg.,mm,20.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,30879,NSTRW0000016,NRRBR0000124,Kg.,mm,13.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,31007,NSNBD0000020,NRRBR0000124,Kg.,mm,41.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,31471,NBGBS0000050,NRRBR0000389,Kg.,mm,25.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,32179,NACLS0000116,NRRBR0000090,Kg.,mm,70.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,32200,NCONS0001589,NRRBR0000116,Kg.,mm,58.000,1,Change UOM only: Kg. -> mm
SAFE_TO_FIX,32203,NCONS0001588,NRRBR0000112,Kg.,mm,58.000,1,Change UOM only: Kg. -> mm
SAFE_TO_FIX,32233,NAIRC0000609,NRRBR0000102,Kg.,mm,61.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,32264,NAIRC0000598,NRRBR0000116,Kg.,mm,69.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,32268,NAORC0000572,NRRBR0000102,Kg.,mm,69.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,32270,NAORC0000586,NRRBR0000102,Kg.,mm,67.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,32709,NSWSR0000006,NRRBR0000124,Kg.,mm,7.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,32822,NCONS0001009,NRRBR0000116,Kg.,mm,69.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,32836,NCONS0000869,NRRBR0000116,Kg.,mm,69.000,1,Change UOM only: Kg. -> mm
SAFE_TO_FIX,33070,NAOTR0000075,NRRBR0000116,Kg.,mm,32.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,33199,NAOTR0000163,NRRBR0000102,Kg.,mm,35.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,33217,NAOTR0000116,NRRBR0000102,Kg.,mm,36.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,33225,NAINR0000132,NRRBR0000102,Kg.,mm,46.000,1,Change UOM only: Kg. -> mm
SAFE_TO_FIX,33389,NAOTR0000636,NRRBR0000102,Kg.,mm,42.000,1,Change UOM only: Kg. -> mm
SAFE_TO_FIX,33438,NAOTR0000320,NRRBR0000112,Kg.,mm,24.000,1,Change UOM only: Kg. -> mm
SAFE_TO_FIX,33441,NAOTR0000126,NRRBR0000116,Kg.,mm,35.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,33456,NAORC0000323,NRRBR0000102,Kg.,mm,110.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,33627,NAINR0000757,NRRBR0000102,Kg.,mm,34.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,33628,NAOTR0000745,NRRBR0000116,Kg.,mm,26.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,33692,NAOTR0000229,NRRBR0000102,Kg.,mm,26.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,34009,NAOTR0000196,NRRBR0000102,Kg.,mm,26.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,34228,NAOTR0000223,NRRBR0000116,Kg.,mm,26.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,34592,NAOTR0000813,NRRBR0000102,Kg.,mm,26.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,34640,NAFRN0000537,NRRBR0000124,Kg.,mm,31.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,34641,NARRN0000511,NRRBR0000124,Kg.,mm,31.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,34713,NCONS0001109,NRRBR0000112,Kg.,mm,251.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,35045,NCONS0001172,NRRBR0000112,Kg.,mm,71.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,35164,NAINR0000958,NRRBR0000124,Kg.,mm,94.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,35229,NAFRN0000587,NRRBR0000124,Kg.,mm,31.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,35230,NARRN0000560,NRRBR0000124,Kg.,mm,31.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,35323,NAINR0000985,NRRBR0000116,Kg.,mm,31.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,35369,NAOTR0000259,NRRBR0000102,Kg.,mm,26.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,35596,NAFRN0000371,NRRBR0000124,Kg.,mm,31.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,35597,NARRN0000373,NRRBR0000124,Kg.,mm,31.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,35675,NAFRN0000632,NRRBR0000124,Kg.,mm,24.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,35676,NARRN0000596,NRRBR0000124,Kg.,mm,24.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,35677,NAOTR0001047,NRRBR0000124,Kg.,mm,49.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,35706,NAINR0001041,NRRBR0000102,Kg.,mm,31.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,35802,NAOTR0001072,NRRBR0000102,Kg.,mm,35.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,35841,NCONS0001423,NRRBR0000112,Kg.,mm,54.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,35867,NAINR0000258,NRRBR0000124,Kg.,mm,54.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,35871,NAFRN0000049,NRRBR0000124,Kg.,mm,27.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,35872,NARRN0000049,NRRBR0000124,Kg.,mm,27.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,35897,NCONS0001447,NRRBR0000116,Kg.,mm,79.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,35918,NAINR0001082,NRRBR0000102,Kg.,mm,33.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,36179,NCONS0001065,NRRBR0000102,Kg.,mm,62.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,36247,NCONS0001130,NRRBR0000124,Kg.,mm,66.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,36527,NSORG0000871,NRRBR0000124,Kg.,mm,30.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,36542,NSORG0000872,NRRBR0000124,Kg.,mm,30.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,36694,NAINR0001019,NRRBR0000124,Kg.,mm,46.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,36878,NCONS0001847,NRRBR0000102,Kg.,mm,65.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,36880,NCONS0001883,NRRBR0000116,Kg.,mm,66.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,36902,NCONS0002093,NRRBR0000102,Kg.,mm,72.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,36904,NCONS0002096,NRRBR0000102,Kg.,mm,59.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,37012,NCONS0000758,NRRBR0000116,Kg.,mm,71.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,37027,NCONS0000787,NRRBR0000102,Kg.,mm,69.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,37028,NCONS0000788,NRRBR0000102,Kg.,mm,69.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,37069,NCONS0000738,NRRBR0000112,Kg.,mm,120.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,37078,NCONS0000904,NRRBR0000102,Kg.,mm,140.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,37107,NCONS0000978,NRRBR0000124,Kg.,mm,64.000,1,Change UOM only: Kg. -> mm
SAFE_TO_FIX,37121,NCONS0001000,NRRBR0000124,Kg.,mm,145.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,37122,NCONS0001001,NRRBR0000124,Kg.,mm,113.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,37173,NCONS0001323,NRRBR0000044,Kg.,mm,833.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,37207,NCONS0001451,NRRBR0000112,Kg.,mm,85.000,1,Change UOM only: Kg. -> mm
SAFE_TO_FIX,37227,NCONS0001496,NRRBR0000112,Kg.,mm,65.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,37228,NCONS0001497,NRRBR0000116,Kg.,mm,65.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,37229,NCONS0001499,NRRBR0000112,Kg.,mm,57.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,37230,NCONS0001500,NRRBR0000116,Kg.,mm,57.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,37258,NCONS0001573,NRRBR0000102,Kg.,mm,90.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,37308,NCONS0001661,NRRBR0000102,Kg.,mm,90.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,37390,NCONS0001759,NRRBR0000116,Kg.,mm,90.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,37421,NCONS0001799,NRRBR0000102,Kg.,mm,90.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,37462,NCONS0001856,NRRBR0000116,Kg.,mm,90.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,37478,NCONS0001875,NRRBR0000102,Kg.,mm,69.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,37491,NCONS0001890,NRRBR0000102,Kg.,mm,90.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,37517,NCONS0001927,NRRBR0000102,Kg.,mm,90.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,37529,NCONS0001945,NRRBR0000102,Kg.,mm,70.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,37532,NCONS0001948,NRRBR0000102,Kg.,mm,90.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,37555,NCONS0002001,NRRBR0000116,Kg.,mm,90.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,37577,NCONS0002048,NRRBR0000102,Kg.,mm,90.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,37594,NCONS0002094,NRRBR0000102,Kg.,mm,90.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,37985,NSCVR0001549,NRRBR0000102,Kg.,mm,1.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,38071,NSCVR0001641,NRRBR0000579,Kg.,mm,37.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,38074,NSCVR0001640,NRRBR0000580,Kg.,mm,39.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,38352,NHNDL0000008,NRRBR0000112,Kg.,mm,26.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,38572,NAFRN0000833,NRRBR0000124,Kg.,mm,26.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,38575,NBGBS0000049,NRRBR0000389,Kg.,mm,22.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,38577,NBGBS0000057,NRRBR0000389,Kg.,mm,18.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,38578,NBGBS0000056,NRRBR0000389,Kg.,mm,1.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,38586,NHNDL0000007,NRRBR0000112,Kg.,mm,53.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,38587,NHNDL0000006,NRRBR0000112,Kg.,mm,26.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,38661,NBHXN0001668,NRRBR0000116,Kg.,mm,31.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,38673,NHDPN0000005,NRRBR0000112,Kg.,mm,147.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,38685,NHDPN0000028,NRRBR0000112,Kg.,mm,83.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,38687,NHDPN0000031,NRRBR0000116,Kg.,mm,128.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,38698,NHDPN0000051,NRRBR0000102,Kg.,mm,93.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,38701,NHDPN0000052,NRRBR0000124,Kg.,mm,423.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,38702,NHDPN0000053,NRRBR0000124,Kg.,mm,373.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,38705,NHDPN0000062,NRRBR0000112,Kg.,mm,63.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,38706,NHDPN0000057,NRRBR0000124,Kg.,mm,376.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,38720,NHDPN0000114,NRRBR0000112,Kg.,mm,90.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,38721,NHDPN0000115,NRRBR0000112,Kg.,mm,148.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,38723,NHDPN0000097,NRRBR0000124,Kg.,mm,298.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,38727,NHDPN0001488,NRRBR0000116,Kg.,mm,127.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,38733,NHDPN0001502,NRRBR0000124,Kg.,mm,453.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,38735,NHDPN0001510,NRRBR0000124,Kg.,mm,366.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,38737,NHDPN0001521,NRRBR0000102,Kg.,mm,1.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,38750,NHDPN0001551,NRRBR0000124,Kg.,mm,370.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,38753,NHDPN0001559,NRRBR0000116,Kg.,mm,99.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,38855,NAIRC0000096,NRRBR0000080,Kg.,mm,98.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,38857,NAIRC0000097,NRRBR0000080,Kg.,mm,98.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,38861,NAIRC0000087,NRRBR0000080,Kg.,mm,88.000,1,Change UOM only: Kg. -> mm
SAFE_TO_FIX,38862,NAIRC0000089,NRRBR0000080,Kg.,mm,88.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,38864,NAIRC0000092,NRRBR0000080,Kg.,mm,88.000,1,Change UOM only: Kg. -> mm
SAFE_TO_FIX,39949,NAINR0000047,NRRBR0000116,Kg.,mm,38.000,1,Change UOM only: Kg. -> mm
SAFE_TO_FIX,39960,NAINR0000339,NRRBR0000124,Kg.,mm,36.000,1,Change UOM only: Kg. -> mm
SAFE_TO_FIX,40003,NAINR0001148,NRRBR0000124,Kg.,mm,33.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,40004,NAINR0001149,NRRBR0000124,Kg.,mm,33.000,1,Change UOM only: Kg. -> mm
SAFE_TO_FIX,40025,NAINR0001172,NRRBR0000116,Kg.,mm,31.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,40053,NAINR0001204,NRRBR0000116,Kg.,mm,46.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,40055,NAINR0000326,NRRBR0000116,Kg.,mm,26.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,40061,NAINR0001213,NRRBR0000112,Kg.,mm,48.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,40070,NAINR0001224,NRRBR0000102,Kg.,mm,46.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,40104,NAINR0001260,NRRBR0000102,Kg.,mm,37.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,40114,NAINR0001184,NRRBR0000124,Kg.,mm,31.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,40173,NAINR0000327,NRRBR0000116,Kg.,mm,26.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,40238,NAINR0000454,NRRBR0000102,Kg.,mm,70.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,40270,NAINR0001418,NRRBR0000102,Kg.,mm,33.000,0,Change UOM only: Kg. -> mm
SAFE_TO_FIX,40343,NSMPL0000590,NRRBR0000102,Kg.,mm,1.000,0,Change UOM only: Kg. -> mm
